name,image_id,cc,category
Great Blue Heron,295900451,Carl Bergstrom,herons
White-tailed Ptarmigan,595867971,Mason Maron,quails
Red-tailed Hawk,390920461,Ken Pitts,big_raptors
Ruby-crowned Kinglet,389954851,Mason Maron,lbb
Black-throated Gray Warbler,446898781,Mason Maron,lbb
American Avocet,342141181,Mason Maron,colourful_waders
Pigeon Guillemot,172342221,Drew Beamer,pigeons_doves
Great Gray Owl,628324239,Xin Cen,owl
Great Blue Heron,295900421,Carl Bergstrom,herons
Surfbird,390744171,Mason Maron,hard_waders
Yellow-rumped Warbler,630734529,Mason Maron,lbb
Bald Eagle,285750461,Mason Maron,big_raptors
Bald Eagle,285750511,Mason Maron,big_raptors
Semipalmated Plover,330659611,Mason Maron,plovers
Black-footed Albatross,328888881,Mason Maron,seabirds
White-headed Woodpecker,454723031,Mason Maron,woodpecker
Golden-crowned Kinglet,50087221,Jacob McGinnis,lbb
Common Yellowthroat,459367491,Mason Maron,little_colourful_birds
Black-throated Gray Warbler,443359851,Mason Maron,lbb
Caspian Tern,268569871,Mason Maron,seabirds
American Dipper,610300665,Mason Maron,mbb
White-tailed Ptarmigan,594776821,Garrett Hughes,quails
Black-throated Gray Warbler,483864061,Mason Maron,lbb
Brambling,515072241,Liam Hutcheson,lbb
Fox Sparrow,293788021,Ryan Schain,lbb
Snow Bunting,303108291,Mason Maron,lbb
Rock Sandpiper,283985291,Mason Maron,plovers
Black-footed Albatross,349422041,Mason Maron,seabirds
Hutton's Vireo,121822671,Ryan Schain,lbb
Steller's Jay,172070171,Drew Beamer,robins
Sharp-tailed Sandpiper,260743121,Ian Davies,plovers
Warbling Vireo,460582571,Mason Maron,lbb
Caspian Tern,263223581,Mason Maron,seabirds
Western Sandpiper,269944751,Ian Davies,plovers
Red-breasted Sapsucker,283304991,Mason Maron,woodpecker
Clark's Nutcracker,275750681,Jen Sanford,mbb
American Robin,290023681,Mason Maron,robins
Belted Kingfisher,387808861,Mason Maron,kingfishers
Canada Jay,291968311,Mason Maron,robins
Surfbird,284695381,Mason Maron,hard_waders
Short-eared Owl,615196127,Mason Maron,owl
Black-headed Grosbeak,335838001,Mason Maron,finches
Spotted Towhee,217848351,Mason Maron,finches
Surfbird,285353591,Mason Maron,hard_waders
Sagebrush Sparrow,615640667,Mason Maron,lbb
Long-eared Owl,139251191,Christopher Lindsey,owl
Killdeer,399493781,Katie Warner,plovers
White-tailed Ptarmigan,600309691,Mason Maron,quails
Cedar Waxwing,279486711,Mason Maron,little_colourful_birds
Fox Sparrow,390980491,Mason Maron,lbb
Yellow-rumped Warbler,630734542,Mason Maron,lbb
Short-tailed Albatross,354310811,Jefferson Ashby,seabirds
Common Yellowthroat,464698851,Mason Maron,little_colourful_birds
Clay-colored Sparrow,458618081,Mason Maron,lbb
Rough-legged Hawk,615649512,RJ Baltierra,big_raptors
White-tailed Ptarmigan,594776831,Garrett Hughes,quails
Great Horned Owl,551776551,Mason Maron,owl
Northern Saw-whet Owl,314932301,Nathan Wall,owl
Horned Grebe,611176285,Mason Maron,water_birds
Common Merganser,164611771,Mason Maron,funky_ducks
Western Sandpiper,284311051,Mason Maron,plovers
Purple Martin,447302241,John Davis,swallows
Townsend's Warbler,528838371,Liam Hutcheson,lbb
Black Tern,60476061,Ryan Shaw,seabirds
Canada Jay,624955050,Mason Maron,robins
Burrowing Owl,634180775,Mason Maron,owl
Clay-colored Sparrow,239442641,RJ Baltierra,lbb
Ross's Gull,191330931,Ryan Merrill,seabirds
Tufted Puffin,172245401,Drew Beamer,puffin_and_co
Great Gray Owl,327775471,Nathan Clark,owl
Harlequin Duck,429476341,Christian Hagenlocher,ducks
Black-footed Albatross,254837951,Mason Maron,seabirds
Mountain Bluebird,455012391,Nathan Wall,little_colourful_birds
Chestnut-backed Chickadee,475306841,Mason Maron,tit
Bald Eagle,88371811,Eric Heisey,big_raptors
Double-crested Cormorant,543338451,Mason Maron,cormorant
Hutton's Vireo,442965321,Mason Maron,lbb
Canada Jay,199194731,Mason Maron,robins
Red-breasted Sapsucker,122448861,Ryan Schain,woodpecker
Virginia Rail,348859461,Matt Dalessio,rail_crake
Short-billed Gull,320808971,Mason Maron,seabirds
Song Sparrow,47325951,Steven Mlodinow,lbb
Savannah Sparrow,489712521,Jason Vassallo,lbb
Steller's Jay,228862051,Mason Maron,robins
Bushtit,504944231,Mason Maron,tit
Pileated Woodpecker,220754371,Mason Maron,woodpecker
Black-billed Magpie,272907441,Mason Maron,black_white
Great Gray Owl,325390921,Mason Maron,owl
Pileated Woodpecker,220798381,Mason Maron,woodpecker
Tree Swallow,457788571,Mason Maron,swallows
American Wigeon,77841221,Joshua  Glant,ducks
Short-eared Owl,615330376,Mason Maron,owl
Chestnut-backed Chickadee,633870156,Mason Maron,tit
Rock Wren,619917266,Mason Maron,lbb
Gray-crowned Rosy-Finch,471840651,Mason Maron,finches
Marbled Godwit,262913381,Jason Vassallo,hard_waders
Glaucous Gull,328272351,Danny Tipton,seabirds
Yellow-rumped Warbler,390930951,Mason Maron,lbb
Bufflehead,630730316,Mason Maron,funky_ducks
Brambling,515079421,Liam Hutcheson,lbb
Pacific Wren,502814941,Mason Maron,lbb
Great Horned Owl,316138711,Mason Maron,owl
