name,image_id,cc,category
Scissor-tailed Flycatcher,250188461,Suzie McCann,wagfantail
Muscovy Duck,349754031,Michael Todd,ducks
Harris's Hawk,257386541,Suzie McCann,big_raptors
Blue-winged Teal,202131461,Harlan Stewart,ducks
Mexican Jay,547579891,Ian Hearn,robins
Killdeer,620143779,Janet Hix,plovers
Western Cattle-Egret,292321851,Brandon Nidiffer,egrets
Black-crested Titmouse,289341271,Bryan Calk,tit
Golden-fronted Woodpecker,250188681,Suzie McCann,woodpecker
Black-crested Titmouse,289226531,Bryan Calk,tit
Red-crowned Amazon,428730301,Bryan Calk,black_white
Zone-tailed Hawk,581665341,Mason Maron,big_raptors
Snowy Egret,514195091,Ryan Sanderson,egrets
White-tailed Hawk,91180111,Ian Davies,big_raptors
Northern Waterthrush,634965123,Mason Maron,ground_mbb
Scaled Quail,506031801,Ryan Sanderson,quails
Black-crested Titmouse,420639991,Matt Felperin,tit
Buff-bellied Hummingbird,420639701,Matt Felperin,hummingbird
Cedar Waxwing,388156681,Jason Leifester,little_colourful_birds
Great-tailed Grackle,140401231,Scott Martin,ground_mbb
King Rail,55823071,Luke Seitz,rail_crake
Nelson's Sparrow,155653071,Ian Davies,lbb
Great Horned Owl,614908547,KMJ Bird,owl
Spotted Rail,290552531,Isaac Sanchez,rail_crake
Least Bittern,36371731,Edward Plumer,herons
Eastern Screech-Owl,157507091,Caleb Strand,owl
Say's Phoebe,384952201,Ronan Nicholson,robins
American Wigeon,401400321,Daniel Gomez,ducks
Mottled Duck,91227231,Tom Johnson,ducks
Lucifer Hummingbird,150664121,Ben Lucking | WINGS,hummingbird
Eastern Meadowlark,152888881,Liam Wolff,owl
Bullock's Oriole,257386561,Suzie McCann,honeyeaters
Short-eared Owl,517861111,Owlando Fonseca,owl
Red-billed Pigeon,140302261,Luke Tiller,pigeons_doves
Orange-crowned Warbler,261736061,Ad Konings,lbb
Lewis's Woodpecker,510716721,Ad Konings,woodpecker
Grasshopper Sparrow,628064322,James Rieman,lbb
White-eyed Vireo,614619695,Matt Felperin,lbb
Least Bittern,318310691,Ian Davies,herons
Least Sandpiper,129296431,Mike Stewart,plovers
Dunlin,403403101,Dorian Anderson,plovers
Black Tern,613690719,Derek Hudgins,seabirds
Dunlin,513569651,Ryan Sanderson,plovers
Harris's Hawk,408430631,Adam Jackson,big_raptors
Wilson's Warbler,87391271,Scott Martin,lbb
Montezuma Quail,622550667,Jesse Haaf,quails
Gray Catbird,334319261,Suzie McCann,bower
Cerulean Warbler,328568171,Frank Farese,lbb
Burrowing Owl,287604301,Keith Bartels,owl
Vesper Sparrow,388756931,Kevin Long,lbb
Spotted Rail,289977651,Victor Stoll,rail_crake
Black-bellied Whistling-Duck,505127391,Ryan Sanderson,ducks
Prothonotary Warbler,262143991,Mark Moeller,lbb
Mississippi Kite,70901161,Jonathan Plissner,big_raptors
Swainson's Warbler,353984521,Bryan Calk,lbb
Black-and-white Warbler,240590591,Bryan Calk,lbb
Hermit Thrush,130496251,Bryan Calk,ground_mbb
Black-bellied Plover,91184621,Ian Davies,plovers
Chipping Sparrow,85951761,Marky Mutchler,lbb
Harris's Hawk,250191161,Suzie McCann,big_raptors
Olive Sparrow,130667241,Bryan Calk,lbb
Henslow's Sparrow,388002131,Brent Cox,water_birds
Green Parakeet,249130971,Ryan Rodriguez,parrots
Roadside Hawk,614499778,Matt Felperin,big_raptors
Blue-headed Vireo,514731801,Ryan Sanderson,lbb
Long-billed Curlew,391728611,Brandon Nidiffer,hard_waders
Scissor-tailed Flycatcher,54700831,Christian Fernandez,wagfantail
Amazon Kingfisher,39026581,Dorian Anderson,kingfishers
Burrowing Owl,630725138,Thomas Creel,owl
Yellow Warbler,558575121,Anonymous,lbb
Northern Harrier,460884541,Andy Liu,big_raptors
Elf Owl,239801621,Bryan Calk,owl
Golden-cheeked Warbler,57259921,Jesse Huth,lbb
American Wigeon,535861561,Bob Hurst,ducks
Rufous Hummingbird,179206651,Harlan Stewart,hummingbird
Yellow-crowned Night Heron,217450251,Mike Cameron,herons
Great Blue Heron,629484863,Dorian Anderson,herons
Indigo Bunting,465579661,Connor Cochrane,lbb
Boat-tailed Grackle,158301721,Caleb Strand,ground_mbb
Ruby-throated Hummingbird,262350781,Brent Cox,hummingbird
Olive Sparrow,85950681,Marky Mutchler,lbb
Bullock's Oriole,250188651,Suzie McCann,honeyeaters
American White Pelican,86694821,Scott Martin,water_birds
Tropical Parula,241785121,Bryan Calk,lbb
Golden-fronted Woodpecker,533440391,Brian Genge,woodpecker
Couch's Kingbird,250188151,Suzie McCann,wagfantail
Zone-tailed Hawk,347554131,Bryan Calk,big_raptors
Red-eyed Vireo,45345781,Kyle Blaney,lbb
Savannah Sparrow,296936281,Rebekah Holtsclaw,lbb
Aplomado Falcon,609586008,Ryan Rodriguez,small_raptors
Bay-breasted Warbler,139647591,Ian Davies,lbb
Least Grebe,614577961,Matt Felperin,water_birds
Orange-crowned Warbler,614871435,Matt Felperin,lbb
Hook-billed Kite,536272071,Abby Sesselberg,big_raptors
Tricolored Heron,527944501,Brian Genge,herons
Tropical Parula,346955171,Bryan Calk,lbb
Whooping Crane,63348251,Tom Johnson,egrets
Orange-crowned Warbler,85951751,Marky Mutchler,lbb
Sprague's Pipit,98371471,Bryan Calk,mbb
Scarlet Tanager,155038281,Peggy Rudman,little_colourful_birds
Painted Bunting,250188711,Suzie McCann,lbb
Cedar Waxwing,305932761,James Rieman,little_colourful_birds
Bat Falcon,419299321,Cameron Carver,small_raptors
Bat Falcon,400941511,Anonymous,small_raptors
Green Jay,258297101,Suzie McCann,robins
Great-tailed Grackle,315152401,Eric Hope,ground_mbb
Cerulean Warbler,36378601,Edward Plumer,lbb
White-winged Dove,92385301,Evan Lipton,pigeons_doves
Lilac-crowned Amazon,58578031,Simon Kiacz,black_white
American Redstart,91183761,Ian Davies,robins
Clay-colored Thrush,123669341,Bryan Calk,ground_mbb
Tamaulipas Crow,90616271,Tom Johnson,black_white
Rufous Hummingbird,435040851,Dana Sudborough,hummingbird
Black-crested Titmouse,85682041,Graham Montgomery,tit
Eastern Screech-Owl,170327861,Caleb Strand,owl
Social Flycatcher,399515041,Chris Bick,wagfantail
Mottled Owl,613927707,Zak Pohlen,owl
Blue Bunting,316796821,Shailesh Pinto,lbb
Black-necked Stilt,198763471,Ted Keyel,colourful_waders
Ferruginous Hawk,296854741,Rich Kostecke,big_raptors
Clay-colored Thrush,627298314,Jack Rogers,ground_mbb
Snowy Plover,484608871,Liam Wolff,plovers
Green Kingfisher,451283311,Ryan Rodriguez,kingfishers
Great-tailed Grackle,228795241,Andy Liu,ground_mbb
Brown Jay,635575834,Wentao Yang,robins
Aplomado Falcon,609586004,Ryan Rodriguez,small_raptors
Black-throated Sparrow,546872111,Ian Hearn,lbb
Yellow-billed Cuckoo,330664741,Tyler Ficker,cuckoos
Orchard Oriole,47580481,Jason Leifester,honeyeaters
Olive Sparrow,629281801,Hannah Criswell,lbb
Northern Cardinal,141056151,Daniel Grossi,little_colourful_birds
Green Heron,167360481,Arnaud Lacroix,herons
Reddish Egret,55402771,Jason Leifester,egrets
White-winged Dove,187974501,Don Danko,pigeons_doves
Lark Sparrow,250187801,Suzie McCann,lbb
Orchard Oriole,238871541,Bryan Calk,honeyeaters
Rock Wren,187988451,Don Danko,lbb
Common Nighthawk,618310834,Ezekiel Dobson,big_raptors
Hook-billed Kite,208115711,Marvin Pfeiffer,big_raptors
Olive Sparrow,82469551,Scott Martin,lbb
Northern Cardinal,250187751,Suzie McCann,little_colourful_birds
Bat Falcon,407274251,Adam Jackson,small_raptors
Northern Mockingbird,145874101,Bill Schneider,wagfantail
Canvasback,48479041,Ryan Shaw,funky_ducks
Golden-cheeked Warbler,99703491,Timo Mitzen,lbb
Swamp Sparrow,410186631,Ronald Newhouse,lbb
Mississippi Kite,245188881,Byron Stone,big_raptors
Northern Harrier,424368481,Kevin Long,big_raptors
Mottled Owl,611432821,Ryan Rodriguez,owl
Black-capped Vireo,97896711,Bob Friedrichs,lbb
Crane Hawk,614185110,Gary Herritz,big_raptors
Northern Rough-winged Swallow,542705201,Nate Sabo,swallows
Blue-winged Teal,291817231,Shailesh Pinto,ducks
Cedar Waxwing,615011802,James Rieman,little_colourful_birds
Northern House Wren,514211631,Ryan Sanderson,lbb
Great-tailed Grackle,401838221,Davey Walters,ground_mbb
Golden-cheeked Warbler,246469851,Bryan Calk,lbb
Altamira Oriole,187954461,Bob Foehring,honeyeaters
American Redstart,91183861,Ian Davies,robins
Yellow-crowned Night Heron,593207921,Janet Hix,herons
Golden-crowned Warbler,306248491,Will Brooks,lbb
Buff-bellied Hummingbird,50851251,Dan Jones,hummingbird
Bare-throated Tiger-Heron,612283170,Joe Tuvell,herons
Buff-bellied Hummingbird,314041671,Caleb Putnam,hummingbird
Orchard Oriole,155929111,Jason Massey,honeyeaters
Green Heron,249677341,dean anderson,herons
Lucifer Hummingbird,337414621,Bryan Calk,hummingbird
Painted Bunting,257386551,Suzie McCann,lbb
Green Kingfisher,451283191,Ryan Rodriguez,kingfishers
Green Kingfisher,626403946,Jack Rogers,kingfishers
Neotropic Cormorant,76923101,Graham Montgomery,cormorant
Scissor-tailed Flycatcher,210321811,Jesse Watson,wagfantail
American Robin,282857161,Mike Cameron,robins
Golden-fronted Woodpecker,141054081,Daniel Grossi,woodpecker
Northern Jacana,96782491,Cameron Carver,water_birds
Altamira Oriole,63349191,Tom Johnson,honeyeaters
Eastern Screech-Owl,357640641,Ty Allen,owl
Wilson's Warbler,86484111,Scott Martin,lbb
Yellow-rumped Warbler,338290011,Bryan Calk,lbb
Common Tern,285934411,Brandon Nidiffer,seabirds
Hooded Warbler,328249371,Eric Carpenter,lbb
Scissor-tailed Flycatcher,322533301,Ian Davies,wagfantail
Red-winged Blackbird,145047501,Alex Lamoreaux,ground_mbb
Redhead,297779161,Mike Cameron,ducks
Fulvous Whistling-Duck,613653116,Derek Hudgins,ducks
Green Kingfisher,451283061,Ryan Rodriguez,kingfishers
Red-shouldered Hawk,425279831,Charles Lyon,big_raptors
Black-throated Sparrow,197703201,Bryan Calk,lbb
Ferruginous Pygmy-Owl,164786561,John Kuenzli,owl
Black-bellied Whistling-Duck,35646961,Shawn Billerman,ducks
Mottled Owl,611432817,Ryan Rodriguez,owl
Red-crowned Amazon,428730201,Bryan Calk,black_white
Snowy Plover,516732801,Richard Rulander,plovers
Zone-tailed Hawk,506888991,Ryan Sanderson,big_raptors
Golden-fronted Woodpecker,483803311,James McKenzie,woodpecker
Snowy Owl,84090151,Bob Friedrichs,owl
American Barn Owl,91185051,Ian Davies,owl
Black-bellied Whistling-Duck,422412781,Matt Felperin,ducks
White-tailed Hawk,166026201,Davey Walters,big_raptors
Mottled Owl,614426789,Andrew Theus,owl
Great-tailed Grackle,144110901,Harlan Stewart,ground_mbb
Common Nighthawk,262668731,Benjamin Crawford,big_raptors
Aplomado Falcon,609586006,Ryan Rodriguez,small_raptors
Short-billed Dowitcher,513591851,Ryan Sanderson,hard_waders
Least Sandpiper,318065651,Andy Liu,plovers
Red-shouldered Hawk,515355731,Mark Moeller,big_raptors
Eastern Screech-Owl,198853331,Marky Mutchler,owl
Ruddy Turnstone,404563701,Dorian Anderson,colourful_waders
Bell's Vireo,337073331,Bryan Calk,lbb
Reddish Egret,202662641,Nancy Maciolek Blake,egrets
Zone-tailed Hawk,365834601,Mark & Teri McClelland,big_raptors
Ladder-backed Woodpecker,395923421,Sean McElaney,woodpecker
Tropical Parula,164742191,John Kuenzli,lbb
Western Sandpiper,339629901,Ian Davies,plovers
Pied-billed Grebe,191627611,Harlan Stewart,water_birds
Broad-winged Hawk,430229691,RJ Baltierra,big_raptors
Red-winged Blackbird,93937311,Harlan Stewart,ground_mbb
Green Jay,85681771,Graham Montgomery,robins
Green Jay,41639081,Cliff Peterson,robins
Green Jay,88818551,Lucas Bobay,robins
Bewick's Wren,141313061,Aaron Boone,lbb
Grasshopper Sparrow,281006361,Simon Kiacz,lbb
Golden-fronted Woodpecker,238868981,Bryan Calk,woodpecker
White-tailed Hawk,27435091,Brian Sullivan,big_raptors
Solitary Sandpiper,171048041,Mike Cameron,plovers
Tricolored Heron,39613291,Luke Seitz,herons
Bushtit,350288061,Bryan Calk,tit
Aplomado Falcon,98935501,Bryan Calk,small_raptors
Green Heron,607299571,Janet Hix,herons
Lucifer Hummingbird,95591631,Arnaud Lacroix,hummingbird
Wilson's Warbler,613617955,Michael Stubblefield,lbb
Short-billed Dowitcher,513568861,Ryan Sanderson,hard_waders
Eastern Bluebird,307812961,Micah Hale,little_colourful_birds
Common Ground Dove,303618531,John Missing,pigeons_doves
Blackburnian Warbler,98884081,Bryan Calk,lbb
Golden-fronted Woodpecker,197476131,Caleb Helsel,woodpecker
Barred Owl,311449651,Don Brode,owl
Townsend's Warbler,159296191,Edward Plumer,lbb
Gray-crowned Yellowthroat,106874761,Todd McGrath,little_colourful_birds
Red-shouldered Hawk,277685881,Jeff Osborne,big_raptors
Black-capped Vireo,154287611,Ian Davies,lbb
Bachman's Sparrow,160446271,Luke Seitz,lbb
Gray Vireo,340588791,Bryan Calk,lbb
Northern Mockingbird,212727871,Jason Leifester,wagfantail
Cape May Warbler,325253361,Bradley Hacker 🦜,lbb
Black-bellied Whistling-Duck,65550031,Bryan Calk,ducks
Eastern Screech-Owl,357640571,Ty Allen,owl
Eastern Screech-Owl,357640511,Ty Allen,owl
Black-capped Vireo,442863371,Jim Merritt,lbb
Mottled Owl,634003041,Rachel Holzman,owl
Green Jay,566163811,Dimitris Salas,robins
Yellow Warbler,457654091,Darren Clark,lbb
Marbled Godwit,387237621,Brandon Nidiffer,hard_waders
Crimson-collared Grosbeak,301805141,Greg Homel,finches
Turkey Vulture,53545701,Ryan Shaw,big_raptors
Zone-tailed Hawk,351201511,Bryan Calk,big_raptors
Eastern Screech-Owl,261958361,dean anderson,owl
Red Phalarope,162104471,Janet Rathjen,colourful_waders
Red-cockaded Woodpecker,293097971,Shailesh Pinto,woodpecker
Canyon Wren,197705181,Bryan Calk,lbb
Great Egret,84373181,Kyle Blaney,egrets
Mourning Dove,611964132,Connor Cochrane,pigeons_doves
Colima Warbler,334039841,Jason Vassallo,lbb
Upland Sandpiper,222496311,Mike Cameron,plovers
LeConte's Sparrow,192789661,TJ Senters,lbb
Mottled Owl,611432820,Ryan Rodriguez,owl
Great Horned Owl,175614141,Aaron Boone,owl
Bare-throated Tiger-Heron,612400250,Ryan Rodriguez,herons
Rock Wren,131425021,Bryan Calk,lbb
Swainson's Thrush,150190341,Harlan Stewart,ground_mbb
Painted Bunting,121005431,Brad Imhoff,lbb
Inca Dove,117091731,Mike Stewart,pigeons_doves
Lucifer Hummingbird,100896771,Bradley Hacker 🦜,hummingbird
Red-crowned Amazon,411729141,Aaron Graham,black_white
Inca Dove,90313081,Jonathan Eckerson,pigeons_doves
Gray Hawk,538039761,Brian Genge,big_raptors
Black-crested Titmouse,420639971,Matt Felperin,tit
Blue-winged Teal,90260291,Evan Lipton,ducks
Tricolored Heron,90324341,Jonathan Eckerson,herons
Red-tailed Hawk,395442231,Cyrus Allen,big_raptors
Laughing Gull,460883901,Andy Liu,seabirds
Colima Warbler,629797295,Zak Pohlen,lbb
American Avocet,460884661,Andy Liu,colourful_waders
Varied Bunting,340349041,Bryan Calk,lbb
Varied Bunting,337072941,Bryan Calk,lbb
Northern Pintail,194224741,Harlan Stewart,ducks
Rufous Hummingbird,177651311,Harlan Stewart,hummingbird
White-tipped Dove,69454071,Timothy P. Jones,pigeons_doves
Rufous Hummingbird,118231931,Harlan Stewart,hummingbird
Eastern Screech-Owl,357640631,Ty Allen,owl
Rufous Hummingbird,626848660,Dana Sudborough,hummingbird
Inca Dove,89971421,Evan Lipton,pigeons_doves
Neotropic Cormorant,76923091,Graham Montgomery,cormorant
White-tailed Kite,51156501,Dan Jones,big_raptors
Yellow-billed Cuckoo,170865821,Ed Harper,cuckoos
Brown Jay,614800488,Matt Felperin,robins
Red-tailed Hawk,235967501,Andy Liu,big_raptors
Great Blue Heron,629499910,Dorian Anderson,herons
Rufous Hummingbird,610764347,Prineet Anand,hummingbird
Prairie Warbler,562841091,Anonymous,lbb
Tricolored Heron,457509381,Darren Clark,herons
White-tailed Kite,419722591,Matt Felperin,big_raptors
White-tailed Hawk,252046711,Zeno Taylord-Hawk,big_raptors
Indigo Bunting,143494411,Gerald Friesen,lbb
Scaled Quail,258478311,Jo Willars,quails
Eastern Kingbird,98728591,Mike Cameron,wagfantail
White-tipped Dove,41639681,Cliff Peterson,pigeons_doves
Rufous Hummingbird,90314311,Jonathan Eckerson,hummingbird
Lincoln's Sparrow,83887671,Scott Martin,lbb
Turkey Vulture,90450441,Evan Lipton,big_raptors
Altamira Oriole,141056041,Daniel Grossi,honeyeaters
Harris's Sparrow,307813121,Micah Hale,lbb
American Bittern,269135761,Jeff Osborne,herons
American Coot,60123711,Marky Mutchler,water_birds
Social Flycatcher,392007751,Marky Mutchler,wagfantail
Ruby-crowned Kinglet,285232501,Aaron Boone,lbb
Buff-bellied Hummingbird,168604571,Steve Butterworth,hummingbird
Northern Mockingbird,356508211,Cyrus Allen,wagfantail
Harris's Hawk,460211881,Deborah Bifulco,big_raptors
Green Kingfisher,451283381,Ryan Rodriguez,kingfishers
Least Tern,436877331,Liam Huber,seabirds
Aplomado Falcon,125345621,Mel Senac,small_raptors
American Redstart,91183841,Ian Davies,robins
Olive Sparrow,530865301,Brian Genge,lbb
Fulvous Whistling-Duck,401369081,Anonymous,ducks
Spotted Rail,289343831,Alan Clampitt,rail_crake
Northern Waterthrush,150852631,Daniel Clark,ground_mbb
Clapper Rail,175532781,James Rieman,rail_crake
Varied Bunting,26704981,David Hollie,lbb
Great-tailed Grackle,582468741,Andrew Simon,ground_mbb
Green-tailed Towhee,510715881,Ad Konings,finches
Crane Hawk,614185109,Gary Herritz,big_raptors
Western Screech-Owl,239820821,Bryan Calk,owl
Black-billed Cuckoo,131144131,Graham Montgomery,cuckoos
Lesser Scaup,91388271,Mike Stewart,ducks
Osprey,181530521,Lawrence Haller,big_raptors
Reddish Egret,54614461,Peggy Rudman,egrets
Buff-bellied Hummingbird,295495441,Charles Robshaw,hummingbird
American Kestrel,293136591,Thomas Creel,small_raptors
Golden-crowned Warbler,304069811,Charles Robshaw,lbb
Cave Swallow,298670681,Marky Mutchler,swallows
Least Sandpiper,311979911,Kevin Long,plovers
Tropical Parula,241785091,Bryan Calk,lbb
Spotted Rail,289344291,Alan Clampitt,rail_crake
Eastern Phoebe,576668921,Andrew Simon,robins
Green-winged Teal,193187851,Harlan Stewart,ducks
American Avocet,271037281,Dean Hester,colourful_waders
Black-capped Vireo,97896581,Bob Friedrichs,lbb
Northern Shoveler,631947398,Joshua Zhou,ducks
Ruby-crowned Kinglet,610965264,Janet Hix,lbb
Nelson's Sparrow,291819411,Shailesh Pinto,lbb
Neotropic Cormorant,626438782,Liam Wolff,cormorant
Black-chinned Hummingbird,560142471,Grigory Heaton,hummingbird
Greater Yellowlegs,76923351,Graham Montgomery,hard_waders
Kentucky Warbler,328159271,dean anderson,lbb
Rock Pigeon,220792911,Byron Stone,pigeons_doves
Tropical Parula,164742631,John Kuenzli,lbb
Olive Sparrow,86469721,Marky Mutchler,lbb
Red-shouldered Hawk,598872131,Janet Hix,big_raptors
Red-tailed Hawk,400330411,Ty Allen,big_raptors
Cerulean Warbler,93652731,Mark Scheuerman,lbb
Hudsonian Godwit,239474271,Mike Cameron,hard_waders
Painted Redstart,266690351,Ad Konings,robins
Sharp-shinned Hawk,485215851,Robert Tizard,big_raptors
Green Kingfisher,451283171,Ryan Rodriguez,kingfishers
Least Bittern,318310701,Ian Davies,herons
Golden-crowned Warbler,315622221,Scott Castelein,lbb
Song Sparrow,184534611,Stephen Gast,lbb
Rufous Hummingbird,90314331,Jonathan Eckerson,hummingbird
Gray-cheeked Thrush,65504901,Alex Lamoreaux,ground_mbb
Golden-cheeked Warbler,55130251,County Lister Brendan,lbb
Chestnut-collared Longspur,203828731,Stephen Gast,lbb
Northern Pintail,130746241,Ryan Sanderson,ducks
Orange-crowned Warbler,391082701,Allee Forsberg,lbb
Northern Cardinal,357640611,Ty Allen,little_colourful_birds
Fulvous Whistling-Duck,108507651,Harlan Stewart,ducks
Golden-fronted Woodpecker,617946261,Troy Hibbitts,woodpecker
Ruddy Turnstone,238026001,Stephen Gast,colourful_waders
Common Nighthawk,170285881,Janey Woodley,big_raptors
