name,image_id,cc,category
Piping Plover,473589201, Ben Lucking,plovers
Black-throated Gray Warbler,468411351,Samuelle Simard-Provencal 🐋,lbb
Baird's Sandpiper,489432411,Owen Strickland,plovers
House Finch,281002811,Stefano Ianiro,finches
Northern Waterthrush,172518571,Kyle Blaney,ground_mbb
Townsend's Solitaire,318123731,Liron Gertsman,ground_mbb
LeConte's Sparrow,328147231,Zane Shantz,lbb
Hudsonian Godwit,610829362,Jack Belleghem,hard_waders
Purple Sandpiper,428191671,David Turgeon,plovers
King Eider,613014939,Cesar Ponce,funky_ducks
Eastern Whip-poor-will,331496311,Maxwell Giffen,owl
Black-throated Blue Warbler,230158331,Suzanne Labbé,lbb
Long-tailed Duck,322881011,Brian Stahls,ducks
Eurasian Wigeon,278103361,Sunny Zhang,ducks
Sanderling,258205191,Liam Singh,plovers
Northern Shrike,90927861,Nick Saunders,songbird
Yellow Rail,470129371,Blair Dudeck,rail_crake
American Tree Sparrow,497154101,Simon Villeneuve,lbb
Green-winged Teal,309740701,Cesar Ponce,ducks
Pomarine Jaeger,171518781,Jason Dain,seabirds
Cooper's Hawk,385786111,Brian Stahls,big_raptors
Barred Owl,420282601,Ethan Denton,owl
Boreal Chickadee,500834421,Calvin S,tit
Atlantic Puffin,490081891,Dorian Anderson,puffin_and_co
Osprey,167038701,Diane St-Jacques,big_raptors
Flammulated Owl,580715921,Blair Dudeck,owl
Common Murre,496686271,Christian Briand,puffin_and_co
Boreal Chickadee,183013681,Jim Sims,tit
Black-crowned Night Heron,358262431,Frédérick Lelièvre,herons
Killdeer,548205771,Frank Lin,plovers
Violet-green Swallow,149911861,Brad Vissia,swallows
Northern Hawk Owl,195003601,Blair Dudeck,big_raptors
Spruce Grouse,342606121,Blair Dudeck,quails
Eurasian Wigeon,308914781,Blair Dudeck,ducks
Blackpoll Warbler,148035391,August Davidson-Onsgard,lbb
Varied Thrush,391984351,Sunny Zhang,ground_mbb
Great Gray Owl,327789231,Connor Bowhay,owl
Great Horned Owl,393571161,Yannick Fleury,owl
Mountain Bluebird,551988801,Jeff Dyck,little_colourful_birds
Eastern Screech-Owl,230155011,Etienne Artigau🦩,owl
Iceland Gull,122081141,Blair Dudeck,seabirds
Golden-crowned Sparrow,402191881,Blair Dudeck,lbb
Red-breasted Merganser,425453351,Rob Mikulec,funky_ducks
Western Sandpiper,369879481,Blair Dudeck,plovers
Common Redpoll,279882071,Yvon Trépanier,lbb
Wood Duck,77474981,Dorian Anderson,ducks
Tricolored Heron,582506341,Vasura Jayaweera,herons
Purple Sandpiper,394958901,Jian Mei,plovers
Spotted Towhee,47999501,John Reynolds,finches
Ruffed Grouse,494898581,Paul Jones,quails
American Robin,90403531,Christoph Moning,robins
Tree Swallow,351737991,Daniel Campeau,swallows
Lewis's Woodpecker,148994831,Ian Routley,woodpecker
Trumpeter Swan,421582171,Rowan Keunen,geese
Surf Scoter,374522381,Blair Dudeck,funky_ducks
Gyrfalcon,146155101,Gerald Romanchuk,small_raptors
Least Bittern,365128681,Frédérick Lelièvre,herons
Parasitic Jaeger,373281981,James MacKenzie,seabirds
White-breasted Nuthatch,281002291,Stefano Ianiro,lbb
Bufflehead,39633601,Liron Gertsman,funky_ducks
Varied Thrush,404738511,Blair Dudeck,ground_mbb
Black Tern,581235681,Jeff Dyck,seabirds
Eastern Kingbird,581234581,Jeff Dyck,wagfantail
Bonaparte's Gull,428560501,Tim Arthur,seabirds
Black Scoter,402541471,Sunny Zhang,funky_ducks
Pied-billed Grebe,355334991,Etienne Artigau🦩,water_birds
Downy Woodpecker,281001791,Stefano Ianiro,woodpecker
Canvasback,157218321,Caroline Lambert,funky_ducks
Northern Rough-winged Swallow,448831411,Blair Dudeck,swallows
Great Gray Owl,348066331,JG Dunlop,owl
Barrow's Goldeneye,437943581,David Turgeon,funky_ducks
Surf Scoter,519807861,Frank Lin,funky_ducks
Hudsonian Godwit,316319051,David Turgeon,hard_waders
Blue Jay,43411981,Daniel Jauvin,robins
Lark Sparrow,351375121,Annie McLeod,lbb
Lesser Scaup,314923251,Vasura Jayaweera,ducks
Sooty Grouse,238951561,Blair Dudeck,quails
Chestnut-backed Chickadee,80742601,Dorian Anderson,tit
Northern Wheatear,493525171,Simon Villeneuve,mbb
Black Scoter,402214621,Sunny Zhang,funky_ducks
Steller's Sea-Eagle,610568324,Dorian Anderson,big_raptors
Spruce Grouse,340139631,Blair Dudeck,quails
Harris's Sparrow,269551241,Chris Rees,lbb
Red-tailed Hawk,80930791,Vincent Fyson,big_raptors
Spruce Grouse,231168081,Jeff Dyck,quails
Red-breasted Nuthatch,317797831,Laure Wilson Neish,lbb
American Avocet,344992021,Ethan Denton,colourful_waders
American Bittern,65826261,Sean Evans,herons
Western Cattle Egret,610489125,Jack Belleghem,egrets
Black Turnstone,563158921,Joachim Bertrands,colourful_waders
Northern Gannet,345123601,Blair Dudeck,seabirds
Horned Grebe,238206401,Peter Hawrylyshyn,water_birds
Piping Plover,568585821, Ben Lucking,plovers
Least Bittern,365335391,Frédérick Lelièvre,herons
Evening Grosbeak,501524111,Zane Shantz,finches
White-breasted Nuthatch,428622231,Rebecca Maier,lbb
Atlantic Puffin,611623625,Dorian Anderson,puffin_and_co
White-winged Crossbill,304838941,David Turgeon,little_colourful_birds
Lesser Scaup,328134901,Frédérick Lelièvre,ducks
Sora,457722021,Zane Shantz,rail_crake
Prairie Falcon,276963071,Bob Bowhay,small_raptors
King Eider,613014943,Cesar Ponce,funky_ducks
Caspian Tern,335443781,Brian Stahls,seabirds
White-throated Sparrow,459286711,Zane Shantz,lbb
Barrow's Goldeneye,226916191,Blair Dudeck,funky_ducks
Willet,431746201,Rob Mikulec,hard_waders
Purple Sandpiper,399901491,Jian Mei,plovers
Horned Grebe,51365831,Alix d'Entremont,water_birds
Black-throated Gray Warbler,333251781,mark daly,lbb
Marbled Godwit,308840621,David Turgeon,hard_waders
Common Merganser,252031671,Annie Lavoie,funky_ducks
Boreal Owl,312109611,Ethan Denton,owl
Rock Ptarmigan,249636411,Joshua Brown,quails
Snowy Owl,286708131,Zane Shantz,owl
Ruddy Duck,570161671,Blair Dudeck,ducks
Red-necked Phalarope,176645701,Darryl Ryan,colourful_waders
Violet-green Swallow,438571861,Blair Dudeck,swallows
Boreal Chickadee,295669421,Anne Auclair  Moe,tit
Boreal Chickadee,427009811,Austin Liboiron,tit
Short-billed Gull,369544191,Blair Dudeck,seabirds
Willow Ptarmigan,495149181,Dorian Anderson,quails
Snowy Owl,388668161,Christian Briand,owl
Chestnut-collared Longspur,244481161,Joachim Bertrands,lbb
American Tree Sparrow,402016881,Brian Stahls,lbb
Say's Phoebe,295494171,David Turgeon,robins
Common Grackle,159884261,Stefano Ianiro,ground_mbb
Baird's Sandpiper,363125041,Peggy Scanlan,plovers
Brant,304540961,David Turgeon,geese
Common Goldeneye,241844691,Cam Nikkel,funky_ducks
Northern Hawk Owl,182326251,Laval Roy,big_raptors
Razorbill,169133571,Simon Boivin,puffin_and_co
Philadelphia Vireo,363501301,David Turgeon,lbb
Yellow Rail,470129481,Blair Dudeck,rail_crake
Parasitic Jaeger,371439601,Blair Dudeck,seabirds
Black-headed Gull,320717321,David Turgeon,seabirds
Dusky Grouse,579934371,Blair Dudeck,quails
Purple Sandpiper,521131491,Brian Stahls,plovers
Merlin,475054921,Frank Lin,small_raptors
Chipping Sparrow,464550351,David Turgeon,lbb
Long-eared Owl,454648911,Calvin S,owl
Bohemian Waxwing,415481861,Nyjal Singh,little_colourful_birds
Western Kingbird,392817181,David Turgeon,wagfantail
Bohemian Waxwing,134338791,Daniel Jauvin,little_colourful_birds
King Eider,613014980,Cesar Ponce,funky_ducks
Purple Finch,387069271,Blair Dudeck,finches
Common Redpoll,276373841,Dominique Genna,lbb
Barred Owl,517294981,Rain Saulnier,owl
Cape May Warbler,102429511,Ian Davies,lbb
Black-footed Albatross,133068421,Blair Dudeck,seabirds
Fox Sparrow,495740371,Zane Shantz,lbb
Bohemian Waxwing,413987041,Zane Shantz,little_colourful_birds
Palm Warbler,177637891,Ronnie d'Entremont,lbb
LeConte's Sparrow,302408701,David Turgeon,lbb
Blue-headed Vireo,121991851,Ronnie d'Entremont,lbb
Pine Warbler,559488641,Catherine MacRae,lbb
Long-tailed Duck,194428631,Blair Dudeck,ducks
Tropical Kingbird,384539271,James MacKenzie,wagfantail
Black-throated Blue Warbler,235806111,Ezra J. Campanelli,lbb
Baird's Sandpiper,52066291,Alix d'Entremont,plovers
White-breasted Nuthatch,416830771,Rowan Keunen,lbb
Purple Sandpiper,224694391,Christian Briand,plovers
Black-throated Blue Warbler,158039901,Sandra Minotti,lbb
Great Gray Owl,291832011,Anne Auclair  Moe,owl
Eastern Kingbird,352900351,David Turgeon,wagfantail
Western Tanager,162391961,Simon Boivin,little_colourful_birds
Bufflehead,406840251,Thompson Hyggen,funky_ducks
Lewis's Woodpecker,543081331,Allanah Vokes,woodpecker
MacGillivray's Warbler,156646421,John Gordon,lbb
Eastern Screech-Owl,427589621,Jack Starret,owl
Prothonotary Warbler,375597081,Nolan Pelland,lbb
Ruff,334170291,Blair Dudeck,colourful_waders
Boreal Owl,312139561,Neil Denton,owl
Great Blue Heron,312869271,Liam Ragan,herons
Horned Grebe,451316711,Brian Stahls,water_birds
Great Blue Heron,363802431,jean-francois franche,herons
White-winged Crossbill,161117361,Stefano Ianiro,little_colourful_birds
Red Crossbill,90404571,Christoph Moning,little_colourful_birds
Black-bellied Plover,458323191,Simon Villeneuve,plovers
White-throated Sparrow,248879141,Peter Hawrylyshyn,lbb
Swainson's Thrush,344512781,Lyall Bouchard,ground_mbb
Hoary Redpoll,319773411,Blair Dudeck,lbb
Yellow Rail,470129441,Blair Dudeck,rail_crake
Varied Thrush,140128811,Paul Maury,ground_mbb
Sooty Shearwater,357206171,Blair Dudeck,seabirds
Heermann's Gull,388012881,Blair Dudeck,seabirds
Least Bittern,254726151,Anthony Glenesk,herons
Cape May Warbler,102517131,Ian Davies,lbb
Merlin,604971121,Amanda Guercio,small_raptors
Black-throated Gray Warbler,584587231,Joachim Bertrands,lbb
Willow Ptarmigan,316393281,Blair Dudeck,quails
Palm Warbler,337684391,Megan Buers,lbb
Spruce Grouse,498341761,Blair Dudeck,quails
White-winged Crossbill,416488311,Zane Shantz,little_colourful_birds
Fox Sparrow,380050131,Frédérick Lelièvre,lbb
Tennessee Warbler,102429371,Ian Davies,lbb
Cave Swallow,232868971,Joshua Vandermeulen,swallows
Ancient Murrelet,367445501,James MacKenzie,puffin_and_co
Boreal Chickadee,513545191,Ezra J. Campanelli,tit
Piping Plover,474268701, Ben Lucking,plovers
Palm Warbler,439036401,Ronnie d'Entremont,lbb
Great Gray Owl,301429141,Bob Bowhay,owl
Black-headed Gull,393176571,Charles Fitzpatrick,seabirds
Ruddy Turnstone,266643131,Yannick Fleury,colourful_waders
Common Loon,230300591,Patrice St-Pierre,puffin_and_co
Atlantic Puffin,491260741,Dorian Anderson,puffin_and_co
Tree Swallow,431341431,Jeff Dyck,swallows
Brown Shrike,179945281,David M. Bell,songbird
American Pipit,512304821,James MacKenzie,mbb
Black-and-white Warbler,458609541,Nick Saunders,lbb
Canada Jay,307675321,Thierry Grandmont,robins
Black-throated Gray Warbler,281073061,Brian Stahls,lbb
Glaucous Gull,436583251,David Turgeon,seabirds
Northern Hawk Owl,420681141,Kiah R. Jasper,big_raptors
Gray Catbird,461144771,Suzanne Labbé,bower
Common Nighthawk,217969881,Bob Bowhay,big_raptors
Sharp-shinned Hawk,496149601,Nick Saunders,big_raptors
Anna's Hummingbird,393057401,Blair Dudeck,hummingbird
Magnolia Warbler,342552451,Frank King,lbb
Spruce Grouse,343173231,Blair Dudeck,quails
Northern Hawk Owl,323677971,David Turgeon,big_raptors
White-rumped Sandpiper,460297461,Christian Briand,plovers
Dunlin,396762951,Blair Dudeck,plovers
White-eyed Vireo,388787481,Jian Mei,lbb
Spruce Grouse,249162621,Kalin Ocaña,quails
Sharp-tailed Grouse,222456691,Raymond Ladurantaye,quails
Northern Pygmy-Owl,501244241,Calvin S,owl
Eastern Phoebe,362413861,Gang Wu,robins
Hooded Merganser,269638401,Allan  Bigras,funky_ducks
Ruby-throated Hummingbird,343633951,Amanda Guercio,hummingbird
LeConte's Sparrow,464070901,Amanda Guercio,lbb
Dovekie,511817551,Brian Stahls,pigeons_doves
Chukar,149350671,Ian Routley,quails
American Bittern,572562171,Zane Shantz,herons
Red-bellied Woodpecker,268265531,Allan  Bigras,woodpecker
Sabine's Gull,594917711,Joachim Bertrands,seabirds
Dusky Grouse,579934381,Blair Dudeck,quails
Wood Duck,519078281,Simon Villeneuve,ducks
Bohemian Waxwing,511600871,David Turgeon,little_colourful_birds
Bald Eagle,424032801,Yousif Attia,big_raptors
Snowy Owl,395946091,Charles Fitzpatrick,owl
Red-necked Grebe,100283261,Kathrine Burgsma,water_birds
Barrow's Goldeneye,433806501,Frank Lin,funky_ducks
American Wigeon,420114131,Frank Lin,ducks
Red Crossbill,495555381,Blair Dudeck,little_colourful_birds
Brant,383390201,Maxwell Giffen,geese
Common Redpoll,409314661,Zane Shantz,lbb
Osprey,475414901,Steven McGrath,big_raptors
White-rumped Sandpiper,242039041,Christian Briand,plovers
Yellow-rumped Warbler,233492921,Suzanne Labbé,lbb
Cape May Warbler,382979321,Paul Jones,lbb
Rusty Blackbird,408964101,Brian Stahls,ground_mbb
Lesser Scaup,405469251,Brian Stahls,ducks
American Bittern,131194321,Jason Dain,herons
American Tree Sparrow,282288971,Shey S,lbb
Blackpoll Warbler,59765961,Simon Boivin,lbb
Black Scoter,521519961,Simon Villeneuve,funky_ducks
Surfbird,492427341,Blair Dudeck,hard_waders
Surf Scoter,314328431,Liam Singh,funky_ducks
Northern Saw-whet Owl,304582821,Zane Shantz,owl
Dusky Grouse,178793571,Blair Dudeck,quails
Least Sandpiper,472318581,David Turgeon,plovers
Eastern Wood-Pewee,257440641,Vasura Jayaweera,wagfantail
Harlequin Duck,450097501,David Turgeon,ducks
Cliff Swallow,335444001,Brian Stahls,swallows
Black-bellied Plover,374365051,Brian Stahls,plovers
Anna's Hummingbird,412689541,Sunny Zhang,hummingbird
Wilson's Phalarope,101733601,Liron Gertsman,colourful_waders
Horned Lark,199517661,Laure Wilson Neish,mbb
Glaucous Gull,310451431,Amanda Guercio,seabirds
Lesser Scaup,405469241,Brian Stahls,ducks
Pacific Wren,442601671,Marky Mutchler,lbb
Red-breasted Nuthatch,416804111,Zane Shantz,lbb
Long-billed Dowitcher,99820781,Liron Gertsman,hard_waders
Veery,333075411,Blair Dudeck,ground_mbb
Trumpeter Swan,183286191,Raymond Ladurantaye,geese
Trumpeter Swan,610124265,Zane Shantz,geese
Golden-winged Warbler,523945521,Zane Shantz,lbb
Parasitic Jaeger,454677041,Guy  Tremblay,seabirds
American Goshawk,43177081,Alvan Buckley,big_raptors
Yellow Rail,470129411,Blair Dudeck,rail_crake
Mourning Warbler,487210221, Ben Lucking,lbb
Canada Warbler,102719351,Ian Davies,lbb
Bald Eagle,190103721,Blair Dudeck,big_raptors
Spruce Grouse,166827631,Blair Dudeck,quails
Western Flycatcher,236799211,Liam Singh,wagfantail
Great Gray Owl,406568941,Andrew Ross,owl
Magnolia Warbler,363209961,David Turgeon,lbb
American Pipit,342208491,David Turgeon,mbb
Short-eared Owl,503555261,Gerald Romanchuk,owl
Varied Thrush,398483201,Blair Dudeck,ground_mbb
Cape May Warbler,102429431,Ian Davies,lbb
Snowy Owl,310553281,Zane Shantz,owl
Dark-eyed Junco,300951251,Paul Jones,lbb
Black Scoter,149393521,Steven McGrath,funky_ducks
Red-winged Blackbird,158001791,Connor Charchuk,ground_mbb
Lewis's Woodpecker,341966331,Ian Routley,woodpecker
Lesser Yellowlegs,608610337,Blair Dudeck,hard_waders
Dusky Grouse,579934301,Blair Dudeck,quails
Sooty Grouse,570147281,Blair Dudeck,quails
Sooty Grouse,570147241,Blair Dudeck,quails
Smith's Longspur,455619781,Joachim Bertrands,lbb
Greater White-fronted Goose,327780671,Connor Bowhay,geese
Clay-colored Sparrow,604245911,Rain Saulnier,lbb
Ruby-crowned Kinglet,231347821,Suzanne Labbé,lbb
Short-billed Dowitcher,340320291,Evan Larson,hard_waders
Red Crossbill,286231021,Sean McElaney,little_colourful_birds
Pied-billed Grebe,167275011,Daniel Jauvin,water_birds
Black Turnstone,117308271,Blair Dudeck,colourful_waders
Long-tailed Duck,424107301,Charles Fitzpatrick,ducks
Dunlin,271800691,Brian Stahls,plovers
Ruffed Grouse,457593031,Rain Saulnier,quails
Harris's Sparrow,382356351,Ian Routley,lbb
Fieldfare,134889731,Roger Beardmore,mbb
Blackburnian Warbler,446907631,Michael McAllister,lbb
Snowy Owl,404955331,Bob Bowhay,owl
Spruce Grouse,166827581,Blair Dudeck,quails
Cape May Warbler,102517121,Ian Davies,lbb
Barn Swallow,482243961,Nick Saunders,swallows
Lesser Black-backed Gull,329617751,Blair Dudeck,seabirds
Tennessee Warbler,102517601,Ian Davies,lbb
American Golden-Plover,178365011,Jason Dain,plovers
Rock Wren,383259741,John Gordon,lbb
Red-eyed Vireo,243623671,Denise  McIsaac,lbb
Anna's Hummingbird,139812651,Bridget Spencer,hummingbird
Black Tern,581236371,Jeff Dyck,seabirds
Bohemian Waxwing,512561341,Zane Shantz,little_colourful_birds
Stilt Sandpiper,43567081,Amanda Guercio,colourful_waders
Black-necked Stilt,448185511,Blair Dudeck,colourful_waders
Ruffed Grouse,311516981,Laurie Parent,quails
Nelson's Sparrow,610309205,Jack Belleghem,lbb
Black Guillemot,510671941,David Turgeon,puffin_and_co
Forster's Tern,459604581,Calvin S,seabirds
American Crow,387481431,Annie Lavoie,black_white
Pine Grosbeak,324963731,Blair Dudeck,finches
Lazuli Bunting,462372301,Gord Gadsden,lbb
Bald Eagle,274955371,Cesar Ponce,big_raptors
Indigo Bunting,347217351,Vasura Jayaweera,lbb
Gray-cheeked Thrush,608794732,Cathy Brown,ground_mbb
Sooty Grouse,342435141,James MacKenzie,quails
Gray Partridge,188206251,Chris Rees,quails
Northern Pygmy-Owl,508155931,Blair Dudeck,owl
California Scrub-Jay,285578111,Ilya Povalyaev,robins
Tree Swallow,433759191,Blair Dudeck,swallows
Dovekie,385789081,Steeve R. Baker,pigeons_doves
Yellow Rail,470129381,Blair Dudeck,rail_crake
American Pipit,163558201,André Lanouette,mbb
Brown Pelican,364053091,Ilya Povalyaev,water_birds
Atlantic Puffin,491648621,Dorian Anderson,puffin_and_co
Dovekie,511844151,Su Li,pigeons_doves
Wilson's Phalarope,463432821,Blair Dudeck,colourful_waders
American Goldfinch,130130241,André Lanouette,finches
Short-eared Owl,211334471,Gerald Romanchuk,owl
Ruby-crowned Kinglet,331403291,David Turgeon,lbb
Nashville Warbler,455646991,Calvin S,lbb
Bufflehead,373535131,Blair Dudeck,funky_ducks
Blackburnian Warbler,344936511,David Turgeon,lbb
Townsend's Warbler,453494751,Markus Weilmeier,lbb
Sharp-shinned Hawk,610781921,Nick Saunders,big_raptors
Ruby-crowned Kinglet,435246261,Ezra J. Campanelli,lbb
White-rumped Sandpiper,324594181,Blair Dudeck,plovers
Bald Eagle,187861961,Randy Walker,big_raptors
Boreal Owl,614434686,Frédérick Lelièvre,owl
Black Tern,581244031,Jeff Dyck,seabirds
American Dipper,567884111,mark daly,mbb
Smith's Longspur,455619751,Joachim Bertrands,lbb
Harlequin Duck,513872871,Brian Stahls,ducks
Swamp Sparrow,342203791,Blair Dudeck,lbb
Rose-breasted Grosbeak,306128581,David Turgeon,finches
Prairie Falcon,271654331,Gerald Romanchuk,small_raptors
Palm Warbler,198728291,Amanda Guercio,lbb
Lapland Longspur,408648701,Daniel Jauvin,lbb
Cape May Warbler,102718821,Ian Davies,lbb
Sprague's Pipit,242589561,Joachim Bertrands,mbb
Hooded Merganser,195918791,Allan  Bigras,funky_ducks
California Quail,465378081,Ethan Denton,quails
Golden-winged Warbler,452886011,Zane Shantz,lbb
Gyrfalcon,52350061,Robb Bell,small_raptors
Common Murre,458890021,Christian Briand,puffin_and_co
Upland Sandpiper,470536021,Zane Shantz,plovers
Sandhill Crane,87350511,Cole Gaerber,egrets
Smith's Longspur,62401991,Tom Johnson,lbb
Yellow-rumped Warbler,493499001,Paul Jones,lbb
Swainson's Thrush,486335811, Ben Lucking,ground_mbb
Chestnut-collared Longspur,460464521,Blair Dudeck,lbb
