name,image_id,cc,category
Dusky Thrush,243192431,yann muzika,ground_mbb
Warbling White-eye,211603231,Paul Hyde,lbb
Narcissus Flycatcher,206024791,Lars Petersson | My World of Bird Photography,wagfantail
Narcissus Flycatcher,206024781,Lars Petersson | My World of Bird Photography,wagfantail
Narcissus Flycatcher,206024771,Lars Petersson | My World of Bird Photography,wagfantail
Eurasian Nuthatch,205669941,Chun Fai LO,lbb
Rock Ptarmigan,205429151,Kasia & Takashi Someya,quails
White-cheeked Starling,204791071,Peter Vercruijsse,ground_mbb
Japanese Leaf Warbler,124258941,Lasse Olsson,lbb
White-naped Crane,65589561,Christoph Moning,egrets
White-tailed Eagle,26861361,Ian Davies,big_raptors
Black Kite,26861291,Ian Davies,big_raptors
White-tailed Eagle,26859451,Ian Davies,big_raptors
Glaucous-winged Gull,26859211,Ian Davies,seabirds
Blakiston's Fish-Owl,26858581,Ian Davies,owl
Ryukyu Robin,26854251,Ian Davies,robins
Okinawa Robin,206010621,Lars Petersson | My World of Bird Photography,robins
Japanese Murrelet,65587881,Christoph Moning,puffin_and_co
Okinawa Woodpecker,24365441,Ian Davies,woodpecker
Siberian Crane,612543513,H. Y.,egrets
Blue Rock-Thrush,608778934,André  Zambolli,ground_mbb
Far Eastern Curlew,563465091,yann muzika,hard_waders
Eurasian Bullfinch,206005241,Lars Petersson | My World of Bird Photography,finches
Hoary Redpoll,196900131,yann muzika,lbb
Green Pheasant,26854951,Ian Davies,walking_birds
Japanese Murrelet,241114501,yann muzika,puffin_and_co
Eurasian Jay,65428361,Christoph Moning,robins
Asian Rosy-Finch,206256981,Stu Elsom,finches
Pleske's Grasshopper Warbler,206021021,Lars Petersson | My World of Bird Photography,lbb
Ryukyu Minivet,206014161,Lars Petersson | My World of Bird Photography,robins
Amur Stonechat,206002441,Lars Petersson | My World of Bird Photography,little_colourful_birds
Lidth's Jay,205033621,Josep del Hoyo,robins
Pale Thrush,26853971,Ian Davies,ground_mbb
Japanese Wagtail,150432451,Atsushi Shimazaki,wagfantail
Copper Pheasant,140235511,Paul Koker,walking_birds
Long-tailed Duck,88020361,Kantori Birders,ducks
Ruddy Kingfisher,206010581,Lars Petersson | My World of Bird Photography,kingfishers
Northern Shoveler,65592731,Christoph Moning,ducks
White-backed Woodpecker,41407461,Ian Davies,woodpecker
Common Kingfisher,583086071,Hiroyuki Tamura,kingfishers
Iriomote Tit,262619521,Giambi (鈞弼) Chang (張),tit
White-backed Woodpecker,103440681,Anonymous,woodpecker
Great Egret,61779101,Adam Higgins,egrets
Black-headed Gull,26858811,Ian Davies,seabirds
Little Grebe,516358381,Hiroyuki Tamura,water_birds
Ural Owl,359084251,Julie Edgley,owl
Large-billed Crow,204791011,Peter Vercruijsse,black_white
White-backed Woodpecker,206010551,Lars Petersson | My World of Bird Photography,woodpecker
Brown Shrike,543220591,Anthony Schlencker,songbird
Glaucous-winged Gull,65437751,Christoph Moning,seabirds
Glaucous Gull,52795011,James (Jim) Holmes,seabirds
Warbling White-eye,49799941,André Desrochers,lbb
Amami Woodcock,103440941,Anonymous,colourful_waders
Sandhill Crane,613094850,yann muzika,egrets
Gray-streaked Flycatcher,612789834,Yann Kolbeinsson,wagfantail
Siberian Accentor,609743793,Chamitha De Alwis,mbb
Common Ringed Plover,609731715,Hikawa Takeshi,plovers
Bar-tailed Godwit,609091865,Eamon Riordan-Short,hard_waders
Bar-tailed Godwit,609091858,Eamon Riordan-Short,hard_waders
Red-necked Stint,609091843,Eamon Riordan-Short,hard_waders
Fairy Pitta,608352034,Aline Horikawa,ground_birds
Japanese Tit,597971541,Nathan Wall,tit
Garganey,550911391,Alexander Kitiashvili,ducks
Blue Rock-Thrush,550909041,Alexander Kitiashvili,ground_mbb
Bohemian Waxwing,546003371,Alexander Kitiashvili,little_colourful_birds
Naumann's Thrush,543220111,Alexander Kitiashvili,ground_mbb
Naumann's Thrush,543219971,Alexander Kitiashvili,ground_mbb
Naumann's Thrush,543219961,Alexander Kitiashvili,ground_mbb
Naumann's Thrush,543219951,Alexander Kitiashvili,ground_mbb
Naumann's Thrush,543219941,Alexander Kitiashvili,ground_mbb
Smew,542905461,Alexander Kitiashvili,funky_ducks
Red-flanked Bluetail,541067141,Alexander Kitiashvili,robins
Eurasian Tree Sparrow,535362371,André  Zambolli,lbb
Black-crowned Night Heron,532199321,Alexander Kitiashvili,herons
Rustic Bunting,530084861,Alexander Kitiashvili,lbb
Baikal Teal,530082941,Alexander Kitiashvili,ducks
Brown Dipper,513460541,Xiaoni Xu,mbb
Eurasian Wryneck,499881031,Alexander Kitiashvili,mbb
Brambling,434973371,Alexander Kitiashvili,lbb
Common Pochard,433441091,Alexander Kitiashvili,ducks
Chinese Bamboo-Partridge,401009691,Hikawa Takeshi,quails
Gray Bunting,385432881,Saku Saku,lbb
Masked Booby,347094541,yann muzika,seabirds
Japanese Waxwing,338871191,Koji  Tagi,little_colourful_birds
Red-breasted Flycatcher,316385551,Saku Saku,wagfantail
Okinawa Robin,206012381,Lars Petersson | My World of Bird Photography,robins
Ryukyu Flycatcher,206010571,Lars Petersson | My World of Bird Photography,wagfantail
Common Gull,205713411,Morten Venas,little_colourful_birds
Pacific Swift,205527241,Jens Thalund,swallows
Japanese Pygmy Woodpecker,205518991,Jens Thalund,woodpecker
Large-billed Crow,205160311,Christophe Gouraud,black_white
Whooper Swan,65426201,Christoph Moning,geese
Red-crowned Crane,65328411,Christoph Moning,egrets
Black Kite,26861311,Ian Davies,big_raptors
White-naped Crane,26856571,Ian Davies,egrets
White-naped Crane,20060711,Ian Davies,egrets
White-naped Crane,20060681,Ian Davies,egrets
Japanese Murrelet,241114491,yann muzika,puffin_and_co
Okinawa Robin,610616628,Yann Kolbeinsson,robins
Ruddy Kingfisher,572954351,Kubo Naoki,kingfishers
Yellow-browed Bunting,568039161,Alexander Kitiashvili,lbb
Gray Bunting,543221471,Alexander Kitiashvili,lbb
Japanese Grosbeak,402870421,Alexander Kitiashvili,finches
Long-tailed Jaeger,361238631,yann muzika,seabirds
Izu Thrush,353430631,Ayuwat Jearwattanakanok,ground_mbb
Rock Pigeon,306052301,Atsushi Shimazaki,pigeons_doves
Japanese Murrelet,208258301,Charley Hesse TROPICAL BIRDING,puffin_and_co
Eurasian Jay,205715841,Morten Venas,robins
Red-billed Starling,142294661,Kasia & Takashi Someya,ground_mbb
Lesser Spotted Woodpecker,136692231,Stuart Price,woodpecker
Masked Bunting,521190541,Anonymous,lbb
Izu Thrush,206021111,Lars Petersson | My World of Bird Photography,ground_mbb
Taiga Bean-Goose,109383871,John Lewis,geese
Amur Stonechat,206002421,Lars Petersson | My World of Bird Photography,little_colourful_birds
Green Pheasant,61352831,Shane Dollman,walking_birds
Pallas's Rosefinch,137183811,Charley Hesse TROPICAL BIRDING,finches
Gray-faced Buzzard,26854271,Ian Davies,big_raptors
Common Snipe,547505581,Alexander Kitiashvili,colourful_waders
Ochre-rumped Bunting,206000941,Lars Petersson | My World of Bird Photography,lbb
Malayan Night Heron,609084033,Lars Skalnes,herons
Matsudaira's Storm-Petrel,205934991,John and Jemi Holmes,seabirds
Meadow Bunting,81669211,Pam Rasmussen,lbb
Japanese Cormorant,65587841,Christoph Moning,cormorant
White-bellied Green-Pigeon,547567611,Morten Lisse,pigeons_doves
Red-breasted Merganser,110435871,Yasuhiko Komatsu,funky_ducks
Pale Thrush,89403741,Karyne Wee,ground_mbb
Green Pheasant,53478121,Michael Hatton,walking_birds
Warbling White-eye,47305951,William Hull,lbb
Red-necked Stint,609091896,Eamon Riordan-Short,hard_waders
Izu Robin,585267841,Simon Colenutt,robins
Masked Bunting,534105581,Anonymous,lbb
Masked Bunting,532224431,Hiroyuki Tamura,lbb
Little Stint,530124981,Takashi Ogawa,hard_waders
Japanese Woodpecker,501405071,Alexander Kitiashvili,woodpecker
Japanese Scops-Owl,458726951,Atsushi Shimazaki,owl
Yellow-browed Bunting,445127751,Alexander Kitiashvili,lbb
Solitary Snipe,416949981,Mikiya Oikawa,colourful_waders
Eurasian Skylark,382850641,Ayuwat Jearwattanakanok,mbb
Bannerman's Shearwater,354724311,yann muzika,seabirds
Matsudaira's Storm-Petrel,354722301,yann muzika,seabirds
Japanese Woodpecker,255540871,Fumihiro Semba,woodpecker
White Wagtail,206002541,Lars Petersson | My World of Bird Photography,wagfantail
Great Spotted Woodpecker,205715631,Morten Venas,woodpecker
Japanese Pygmy Woodpecker,205518781,Jens Thalund,woodpecker
Green-winged Teal,200493921,Anonymous,ducks
Black-faced Spoonbill,136584781,Stuart Price,egrets
Japanese Grosbeak,83096191,Will Cornwell,finches
White-tailed Eagle,25517301,James (Jim) Holmes,big_raptors
Little Egret,61873651,George Inocencio,egrets
Ancient Murrelet,205713351,Morten Venas,puffin_and_co
Ural Owl,144565191,Joseph Morlan,owl
Turkey Vulture,98358921,hisano seiichi,big_raptors
Long-tailed Rosefinch,26855201,Ian Davies,finches
Black Wood-Pigeon,22143451,Kasia & Takashi Someya,pigeons_doves
Bohemian Waxwing,546003341,Alexander Kitiashvili,little_colourful_birds
Meadow Bunting,528817561,Atsushi Shimazaki,lbb
Red-legged Kittiwake,267381751,Stuart Price,seabirds
Latham's Snipe,206003911,Lars Petersson | My World of Bird Photography,colourful_waders
Oriental Turtle-Dove,608714174,Breck Haining,pigeons_doves
Japanese Accentor,206015851,Lars Petersson | My World of Bird Photography,mbb
Japanese Leaf Warbler,206015811,Lars Petersson | My World of Bird Photography,lbb
Ryukyu Minivet,206012241,Lars Petersson | My World of Bird Photography,robins
Pacific Swift,206002601,Lars Petersson | My World of Bird Photography,swallows
Japanese Leaf Warbler,205043441,Josep del Hoyo,lbb
Common Gull,41541641,Ian Davies,seabirds
Red-necked Stint,609091895,Eamon Riordan-Short,hard_waders
Red-rumped Swallow,608418201,Dmitriy Aronov,swallows
Northern Boobook,593368051,Alexander Kitiashvili,owl
Greater Scaup,274872691,Su Li,ducks
Stejneger's Scoter,213888211,Anonymous,funky_ducks
Coal Tit,206015891,Lars Petersson | My World of Bird Photography,tit
Coal Tit,206015881,Lars Petersson | My World of Bird Photography,tit
Latham's Snipe,206005261,Lars Petersson | My World of Bird Photography,colourful_waders
Glaucous Gull,205715951,Morten Venas,seabirds
Japanese Wagtail,205713211,Morten Venas,wagfantail
Whooper Swan,205683931,AUDEVARD Aurélien,geese
Japanese Sparrowhawk,123600371,Yasuhiko Komatsu,big_raptors
Okinawa Robin,206012351,Lars Petersson | My World of Bird Photography,robins
Great Knot,241113621,yann muzika,hard_waders
Asian Rosy-Finch,85001181,Kantori Birders,finches
Brambling,539994191,Anonymous,lbb
Eurasian Wigeon,203849611,Charley Hesse TROPICAL BIRDING,ducks
Varied Tit,384676871,Allen Lyu,tit
Bald Eagle,307799541,yann muzika,big_raptors
Iceland Gull,307798271,yann muzika,seabirds
Ijima's Leaf Warbler,206023061,Lars Petersson | My World of Bird Photography,lbb
Izu Thrush,206021161,Lars Petersson | My World of Bird Photography,ground_mbb
Ruddy-breasted Crake,206001021,Lars Petersson | My World of Bird Photography,rail_crake
Little Ringed Plover,58495211,Timothy Spahr,plovers
Short-tailed Albatross,48029271,Nigel Voaden,seabirds
Steller's Sea-Eagle,20060831,Ian Davies,big_raptors
Japanese Tit,385974511,Saku Saku,tit
Japanese Robin,583145311,Simon Colenutt,robins
Osprey,568039891,Alexander Kitiashvili,big_raptors
Chestnut-cheeked Starling,567941501,Alexander Kitiashvili,ground_mbb
Yellow-billed Grosbeak,88329411,German Pugnali,finches
Greater Scaup,65437721,Christoph Moning,ducks
Yellow Bittern,614776536,Hayato Ishibashi,herons
Oriental Pratincole,609715424,Aline Horikawa,misc
Red-necked Stint,609312457,Faye Manning,hard_waders
Eurasian Bullfinch,598680111,Shigeyuki Mukawa,finches
Little Egret,597774761,Louise Thomas,egrets
Green Pheasant,588927521,André  Zambolli,walking_birds
Okinawa Robin,561046241,Jeran Lin,robins
Little Ringed Plover,547381701,Anonymous,plovers
Eared Grebe,543554041,Hikawa Takeshi,water_birds
Short-eared Owl,542073891,roco k,owl
Coal Tit,541070201,Alexander Kitiashvili,tit
Smew,538216771,Alexander Kitiashvili,funky_ducks
Japanese Scops-Owl,535892621,Charley Hesse TROPICAL BIRDING,owl
Lidth's Jay,535887921,Charley Hesse TROPICAL BIRDING,robins
Red-breasted Flycatcher,531775711,Takashi Ogawa,wagfantail
Red-flanked Bluetail,531738581,Atsushi Shimazaki,robins
Dusky Thrush,529255631,Sandy Luk,ground_mbb
Chinese Bamboo-Partridge,524992721,Ray Wise,quails
Large-billed Crow,493491721,Anonymous,black_white
Eurasian Tree Sparrow,448654921,Wind K,lbb
Eurasian Kestrel,423676711,Taro Seike,small_raptors
Eurasian Woodcock,419746251,Aline Horikawa,colourful_waders
Eurasian Hobby,417191351,Hinata Kawamori,small_raptors
Tufted Duck,382846641,Ayuwat Jearwattanakanok,ducks
Tufted Duck,382846631,Ayuwat Jearwattanakanok,ducks
Tufted Duck,382846621,Ayuwat Jearwattanakanok,ducks
Common Pochard,382846521,Ayuwat Jearwattanakanok,ducks
Ural Owl,379732631,yann muzika,owl
Owston's Tit,377446731,Philip Rowe,tit
Bannerman's Shearwater,354721231,yann muzika,seabirds
Bannerman's Shearwater,354721221,yann muzika,seabirds
Izu Thrush,353430601,Ayuwat Jearwattanakanok,ground_mbb
American Pipit,319415871,Ayuwat Jearwattanakanok,mbb
American Pipit,319415861,Ayuwat Jearwattanakanok,mbb
Baer's Pochard,261516841,yann muzika,ducks
Northern Fulmar,253363181,yann muzika,seabirds
White Wagtail,253219341,yann muzika,wagfantail
Ural Owl,243082881,yann muzika,owl
Blue-and-white Flycatcher,206023311,Lars Petersson | My World of Bird Photography,wagfantail
Eurasian Skylark,206002591,Lars Petersson | My World of Bird Photography,mbb
Black-browed Reed Warbler,206002571,Lars Petersson | My World of Bird Photography,lbb
Japanese Bush Warbler,203836531,Atsushi Shimazaki,lbb
Green Pheasant,173009501,Eric Haskell,walking_birds
White-shouldered Starling,143761341,Kasia & Takashi Someya,ground_mbb
Pallas's Rosefinch,133211641,Anonymous,finches
White's Thrush,53276591,Rick Franks,ground_mbb
Japanese Accentor,49823241,Christoph Moning,mbb
White-tailed Eagle,26861341,Ian Davies,big_raptors
Bohemian Waxwing,26860701,Ian Davies,little_colourful_birds
Common Gull,26858831,Ian Davies,seabirds
Hooded Crane,26856881,Ian Davies,egrets
Steller's Sea-Eagle,25910481,Pam Rasmussen,big_raptors
Ochre-rumped Bunting,206000951,Lars Petersson | My World of Bird Photography,lbb
Long-tailed Tit,609447880,Anonymous,tit
Eastern Buzzard,531374871,Atsushi Shimazaki,big_raptors
Iceland Gull,307798251,yann muzika,seabirds
Northern Boobook,206012301,Lars Petersson | My World of Bird Photography,owl
Ryukyu Minivet,206012251,Lars Petersson | My World of Bird Photography,robins
Carrion Crow,194475261,Atsushi Shimazaki,black_white
Falcated Duck,59573531,Adam Higgins,ducks
Wedge-tailed Shearwater,52877871,James (Jim) Holmes,seabirds
Wedge-tailed Shearwater,52877801,James (Jim) Holmes,seabirds
Tufted Duck,26854861,Ian Davies,ducks
Falcated Duck,143143641,yann muzika,ducks
Japanese Night Heron,613497087,Donna Pomeroy,herons
Black-tailed Gull,206021001,Lars Petersson | My World of Bird Photography,seabirds
Streaked Shearwater,206017541,Lars Petersson | My World of Bird Photography,seabirds
Okinawa Rail,205864581,Pete Morris,rail_crake
Japanese Waxwing,549272141,Alexander Kitiashvili,little_colourful_birds
Red-flanked Bluetail,523508251,Yacho Mashuu,robins
Matsudaira's Storm-Petrel,354723951,yann muzika,seabirds
Great Spotted Woodpecker,291940961,yann muzika,woodpecker
Black-winged Cuckooshrike,288139471,yann muzika,cuckoos
Ryukyu Flycatcher,245302411,yann muzika,wagfantail
Ochre-rumped Bunting,241120601,yann muzika,lbb
Claudia's Leaf Warbler,139192021,Kasia & Takashi Someya,lbb
Ferruginous Duck,137333521,Kantori Birders,ducks
Japanese Tit,33105811,Andrew Spencer,tit
Smew,49777661,Kantori Birders,funky_ducks
Olive-backed Pipit,509815441,Anonymous,mbb
Bryan's Shearwater,341430271,yann muzika,seabirds
Black-faced Spoonbill,288144251,yann muzika,egrets
Warbling White-eye,63556571,Jeff Graham,lbb
Ijima's Leaf Warbler,206021081,Lars Petersson | My World of Bird Photography,lbb
Black-faced Spoonbill,206014151,Lars Petersson | My World of Bird Photography,egrets
Japanese Wagtail,205817351,Chris Chafer,wagfantail
Eurasian Bullfinch,205043491,Josep del Hoyo,finches
Izu Thrush,205030151,Josep del Hoyo,ground_mbb
Daurian Redstart,26858421,Ian Davies,robins
Tristram's Storm-Petrel,107736531,yann muzika,seabirds
Eurasian Wigeon,203849591,Charley Hesse TROPICAL BIRDING,ducks
Asian Rosy-Finch,20060771,Ian Davies,finches
Brown-cheeked Rail,542906081,Alexander Kitiashvili,rail_crake
Lidth's Jay,206010531,Lars Petersson | My World of Bird Photography,robins
Bannerman's Shearwater,205935511,John and Jemi Holmes,seabirds
Gray Bunting,205745831,Irene  Dy,lbb
Japanese Night Heron,613497080,Donna Pomeroy,herons
Japanese Waxwing,544198171,André  Zambolli,little_colourful_birds
White's Thrush,534230581,Atsushi Shimazaki,ground_mbb
Japanese Woodpecker,501465411,Hiroyuki Tamura,woodpecker
Gray Heron,421828941,Seiichiro Kinugasa,herons
Japanese Bush Warbler,396350321,Alexander Kitiashvili,lbb
Dusky Thrush,208751131,Paul Hyde,ground_mbb
Izu Robin,206021041,Lars Petersson | My World of Bird Photography,robins
Varied Tit,206010491,Lars Petersson | My World of Bird Photography,tit
White-winged Scoter,205715911,Morten Venas,funky_ducks
Pacific Swift,205527251,Jens Thalund,swallows
Lesser White-fronted Goose,138884341,Anonymous,geese
Little Grebe,111174401,Eric Haskell,water_birds
Eurasian Coot,85154111,Anonymous,water_birds
Brown-cheeked Rail,65591121,Christoph Moning,rail_crake
Warbling White-eye,59853571,Karyne Wee,lbb
Japanese Waxwing,549272111,Alexander Kitiashvili,little_colourful_birds
Black-faced Spoonbill,104006281,Nick Bonomo,egrets
Eurasian Nuthatch,65439821,Christoph Moning,lbb
Oriental Greenfinch,550457501,Yifei Zheng,finches
Japanese Waxwing,549272121,Alexander Kitiashvili,little_colourful_birds
Daurian Redstart,275210651,yann muzika,robins
Pin-tailed Snipe,266995581,yann muzika,colourful_waders
Brambling,76327781,Eric VanderWerf,lbb
Herring Gull,61924231,Adam Higgins,seabirds
Ross's Gull,198560491,yann muzika,seabirds
Brown-eared Bulbul,92243211,Will Cornwell,ground_mbb
Warbling White-eye,63556551,Jeff Graham,lbb
Bull-headed Shrike,614691338,Anonymous,songbird
Copper Pheasant,613258381,yann muzika,walking_birds
Mandarin Duck,612875788,Joshua Chong,ducks
Willow Tit,612330168,Joshua Chong,tit
Ryukyu Scops-Owl,611310678,Yann Kolbeinsson,owl
Red-legged Kittiwake,609772281,yann muzika,seabirds
Red-legged Kittiwake,609772279,yann muzika,seabirds
Red-necked Stint,609121793,Eamon Riordan-Short,hard_waders
Long-billed Plover,609001801,sheau torng lim,plovers
Little Egret,608813822,Masaharu Inada,egrets
Red Knot,608455672,Kasia & Takashi Someya,hard_waders
Japanese Leaf Warbler,608393376,Anonymous,lbb
Wedge-tailed Shearwater,600836021,Yasuhiko Komatsu,seabirds
Rock Ptarmigan,596255141,Yuya Okuzaki,quails
Red-necked Grebe,593542671,Kasia & Takashi Someya,water_birds
Horned Grebe,592550441,Simon Colenutt,water_birds
Rock Ptarmigan,589311431,Jen Wei Yip,quails
Okinawa Woodpecker,582777941,Yasuhiko Komatsu,woodpecker
Varied Tit,578497681,u7 Liao,tit
Wandering Tattler,573460261,Hikawa Takeshi,hard_waders
Asian Brown Flycatcher,570945721,Yacho Mashuu,wagfantail
Northern Wheatear,566811271,Chamitha De Alwis,mbb
Crested Ibis,553405871,Yi Ming（逸明） Chen（陳）,black_white
Crested Ibis,553405861,Yi Ming（逸明） Chen（陳）,black_white
Japanese Waxwing,544491321,としふみ しみず,little_colourful_birds
Osprey,543892581,Alexander Kitiashvili,big_raptors
Crested Myna,543889711,Alexander Kitiashvili,ground_mbb
Red-crested Pochard,543108581,Kasia & Takashi Someya,ducks
Mute Swan,542906281,Alexander Kitiashvili,geese
Smew,542905451,Alexander Kitiashvili,funky_ducks
Common Kingfisher,541067761,Alexander Kitiashvili,kingfishers
White's Thrush,541067501,Alexander Kitiashvili,ground_mbb
Red-flanked Bluetail,541067131,Alexander Kitiashvili,robins
Common Kingfisher,541066631,Alexander Kitiashvili,kingfishers
